index,formula,score,Eform
670,32-TeIF6-216-2459196,0.999993086,0.001723996
671,32-TeIF6-216-707075,0.999945641,0.001643986
672,32-TeIF6-216-8700661,0.999991298,0.001806147
673,32-TeNF6-216-2381387,0.999997616,0.001292654
674,32-TeNF6-216-6072853,0.999986053,0.00057744
675,32-TeNF6-216-947662,0.999999762,-0.001515099
676,32-TeO6F-225-1487568,0.999921322,-0.002579492
677,32-TeO6F-225-5643202,0.999969959,-0.003010444
678,32-TeO6F-225-9126491,0.999967933,-0.003000781
679,32-TePF6-216-2372471,0.999985576,-0.00145796
680,32-TePF6-216-3996486,0.999959946,0.001368311
681,32-TePF6-216-8637906,0.999940157,-0.001220498
682,32-TeSeF6-216-2001883,0.999936104,0.001627447
683,32-TeSeF6-216-3006951,0.999937773,-0.001309028
684,32-TeSeF6-216-9950226,0.999961615,-0.001048033
685,32-ThAlF6-225-8089046,0.999980211,0.001096258
686,32-ThBF6-216-4913953,0.999990463,0.00168367
687,32-ThBiO6-225-746787,0.999945045,-0.002456552
688,32-ThBrF6-216-1007927,0.999979496,-0.000252192
689,32-ThCdF6-216-9223419,0.999975562,0.000655982
690,32-ThClF6-225-7799021,0.999941826,0.001568316
691,32-ThClF6-225-940761,0.999962211,0.000592517
692,32-ThNF6-216-7390724,0.999927282,-0.000633456
693,32-ThPbF6-225-8474832,0.999999642,0.001249694
694,32-ThPtO6-216-1305565,0.999998093,-0.001640056
695,32-ThPtO6-216-7009869,0.999945283,-0.001629074
696,32-ThScO6-216-1327151,0.999938726,-0.00312114
697,32-ThSiF6-216-6101756,0.999963403,-0.000845035
698,32-ThWO6-216-8429495,0.999931097,-0.002319956
699,32-ThZrF6-225-6983403,0.999999285,8.17E-05
700,32-TiAuO6-216-77335,0.99999702,-0.002486109
701,32-TiAuO6-216-8431747,0.999996424,-0.002508367
702,32-TiCO6-216-1198830,0.99999547,-0.003050068
703,32-TiCO6-216-9282164,0.999988914,-0.003056037
704,32-TiIF6-216-1062874,0.999937654,0.00183118
705,32-TiIF6-216-6748292,0.999965668,0.001862988
706,32-TiSbF6-216-2085759,0.999948502,0.001395536
707,32-TiSF6-216-1336470,0.999979854,0.000787969
708,32-TiSF6-216-4713007,0.999962091,0.002100646
709,32-TiSF6-216-5150881,0.999977827,0.002051981
710,32-TiSF6-216-5370169,0.999946594,0.002031979
711,32-TiSF6-216-6521418,0.999943137,0.000152366
712,32-TiSF6-216-8232198,0.999941707,0.002077958
713,32-TiSnF6-216-1543933,0.999992132,-0.000311597
714,32-TiSnF6-216-4761180,0.999961138,0.001684459
715,32-TiSnO6-216-4524254,0.999985337,-0.001878395
716,32-TlBF6-225-2146734,0.999999404,0.002341752
717,32-TlBrO6-216-8214105,0.999959111,-0.001403873
718,32-TlCF6-216-1865249,0.999977708,0.001294108
719,32-TlCF6-216-5379136,0.999962091,0.001234752
720,32-TlClF6-216-2127839,0.999972463,0.002331704
721,32-TlClF6-216-7186758,0.999985576,0.000138558
722,32-TlCO6-225-8217104,0.999932885,-0.00239282
723,32-TlSbF6-216-1936347,0.999954581,0.002085848
724,32-TlSbF6-216-6052766,0.999953985,0.002017293
725,32-TmAuO6-216-784321,0.999995828,-0.002401495
726,32-TmBrO6-216-8903392,0.999921441,-0.002613189
727,32-TmIF6-216-2219417,0.999937415,0.002041898
728,32-TmIF6-216-3997889,0.999993205,0.002017489
729,32-TmInO6-225-3599489,0.999982834,-0.003033166
730,32-TmLuO6-216-1742095,0.999960542,-0.002116732
731,32-TmLuO6-216-6107647,0.999920607,-0.001673165
732,32-TmO6F-225-8710817,0.999970913,-0.002945598
733,32-TmPbF6-216-8722195,0.999976754,0.001837759
734,32-TmSbF6-216-5761050,0.999973655,0.001485856
735,32-TmSbF6-216-9692345,0.999958873,0.001434341
736,32-TmScF6-216-6812604,0.99997139,0.00160374
737,32-TmSnF6-225-9032259,0.999999523,-0.00080949
738,32-TmWO6-216-1586993,0.999928951,-0.001752694
739,32-UBF6-216-2243089,0.999958515,-0.000653259
740,32-UBF6-216-570373,0.999999881,0.001631686
741,32-UClO6-225-9664069,0.999981999,-0.002030689
742,32-UGeO6-216-7098028,0.999983072,-0.003244229
743,32-USbF6-216-5155475,0.999960065,0.001289661
744,32-USbF6-216-889527,0.999925971,0.001345676
745,32-USeF6-225-7043297,0.999998331,0.001555041
746,32-VAgO6-216-9887395,0.999999046,-0.002117872
747,32-VGeO6-216-8883363,0.999977589,-0.002632445
748,32-VNiO6-216-1459986,0.999995232,-0.002914861
749,32-VNiO6-216-7480473,0.999996066,-0.002923782
750,32-VPO6-216-3704387,0.999999046,-0.00216799
751,32-WCO6-216-8313401,0.999952435,-0.002681591
752,32-YbEuF6-216-6693577,0.999938011,0.001458904
753,32-YbFeF6-216-4886641,0.999965787,0.001488978
754,32-YbHfF6-216-1424255,0.999992967,0.00142096
755,32-YbHfF6-216-8973750,0.999945164,0.001350814
756,32-YbIF6-216-731028,0.999926329,0.00182725
757,32-YbInF6-216-1507057,0.999986529,-0.001791453
758,32-YbInF6-216-9501973,0.999965668,0.00124287
759,32-YbNiO6-216-4040981,0.999998569,-0.003871368
760,32-YbNiO6-216-8626100,0.999920726,-0.003066956
761,32-YbO6F-225-5062362,0.999997497,-0.002032388
762,32-YbO6F-225-7667113,0.999991059,-0.00255802
763,32-YBrF6-216-2863574,0.999978185,0.001561765
764,32-YBrF6-216-3558357,0.999995828,-0.000581058
765,32-YBrF6-216-5384435,0.99996984,0.001492994
766,32-YBrF6-216-757380,0.999999404,0.001615426
767,32-YBrO6-216-6460255,0.999998927,-0.002066105
768,32-YbSeO6-216-4128031,0.999995232,-0.001953366
769,32-YbSeO6-216-5967463,0.999971271,-0.001994273
770,32-YbSeO6-216-8962091,0.999976277,-0.001933644
771,32-YbSiF6-225-1648885,0.999984026,0.000331666
772,32-YbTmF6-216-4133154,0.999939799,0.001421991
773,32-YbTmF6-216-6635099,0.999923944,-0.000951737
774,32-YCdF6-216-2005043,0.999953985,0.000757404
775,32-YCdF6-216-7186261,0.999985218,-0.002414306
776,32-YClF6-216-4280783,0.999995828,0.001725147
777,32-YGaO6-216-9202076,0.999999523,-0.002339446
778,32-YGaO6-216-9256462,0.999944687,-0.002357613
779,32-YInF6-216-9925097,0.999946356,-0.001164201
780,32-YIrF6-216-1094144,0.999921441,0.000826982
781,32-YMoF6-216-1937062,0.999941707,0.001153925
782,32-YTeF6-216-7313046,0.999996185,0.001379353
783,32-YZnO6-216-2076229,0.999964118,-0.002312519
784,32-YZnO6-216-7843550,0.999969125,-0.002358527
785,32-ZnBF6-216-4760890,0.999921083,0.001442839
786,32-ZnBF6-216-5619006,0.999930501,-0.000469733
787,32-ZnBF6-216-9803217,0.999958396,0.001430176
788,32-ZnCdF6-216-7001960,0.999939799,-0.001739717
789,32-ZnIF6-216-4879525,0.999964833,0.001706694
790,32-ZnIF6-216-7684666,0.999939322,0.000488499
791,32-ZnIF6-216-7874671,0.999987841,0.001734971
792,32-ZnRuO6-216-5398616,0.999999881,-0.002242567
793,32-ZnSeO6-216-5220219,0.999960423,-0.00206512
794,32-ZnSiF6-216-9140085,0.999970913,0.001269524
795,32-ZnSiF6-225-7673009,0.999991894,0.001347864
796,32-ZrCdF6-216-2164245,0.999974966,0.000558962
797,32-ZrCdF6-216-4588824,0.999983788,-0.001209729
798,32-ZrCF6-216-7245438,0.999983907,-0.002825908
799,32-ZrClF6-216-7997177,0.999976993,0.001618942
800,32-ZrGaF6-216-1523858,0.999959826,0.001287817
801,32-ZrGaF6-216-1696332,0.999929428,-0.00047732
802,32-ZrGaF6-216-8735769,0.999999642,0.000810001
803,32-ZrIO6-216-6927955,0.999982953,-0.001908187
804,32-ZrNbF6-225-7278778,0.999971151,0.001138756
805,32-ZrNpF6-216-3307183,0.999950647,0.000558923
806,32-ZrNpF6-216-720962,0.999970078,0.001159473
807,32-ZrNpF6-216-8171022,0.999949694,0.001049129
808,32-ZrNpF6-216-9408338,0.999983072,-0.00043003
809,32-ZrPbF6-216-1372087,0.999953747,0.001762403
810,32-ZrPbF6-216-6946629,0.99995482,0.001791218
811,36-Ac(GaO3)2-225-5986336,0.999962926,-0.002423992
812,36-Ac2PbF6-225-4699663,0.999984026,0.00117861
813,36-AcSc2O6-225-6251228,0.999932289,-0.002104077
814,36-AcTa2F6-225-1879755,0.999988914,0.000818169
815,36-AgSn2F6-225-6821308,0.999949098,0.001777273
816,36-Al(ClF3)2-225-5804087,0.999973536,0.000936694
817,36-Al(GaO3)2-225-4709612,0.999996424,-0.002031507
818,36-Al2NiO6-225-9787061,0.999981523,-0.002324762
819,36-AsP2F6-225-2338298,0.999999881,0.001503206
820,36-Au(IO3)2-225-8302449,0.999987721,-0.00156475
821,36-Ba2PdF6-225-6287886,0.999966264,0.002141962
822,36-Ba2RhF6-225-943592,0.999976277,0.001382129
823,36-Ba2YbO6-225-7312178,0.999979973,-0.002076774
824,36-BaTb2O6-225-9844479,0.99999249,-0.00222035
825,36-Ca2DyO6-225-8759582,0.999923468,-0.001426662
826,36-Ca2HoO6-225-6168555,0.999981523,-0.001197254
827,36-Ca2MgO6-225-7442281,0.999991059,-0.001431738
828,36-Ca2NbO6-225-9581653,0.999995351,-0.001373526
829,36-Ca2PtO6-225-7325001,0.999994636,-0.000676203
830,36-Ca2SnO6-225-5233494,0.999987841,-0.000822656
831,36-CaPd2F6-225-2519629,0.999930263,0.002189504
832,36-Cd2SiF6-225-5008423,0.999969363,-8.15E-05
833,36-Cd2SiF6-225-578677,0.999990344,-0.000155835
834,36-Ce2HgO6-225-9317979,0.999982595,-0.0015401
835,36-Ce2PdO6-225-4039538,0.999929428,-0.001717887
836,36-Ce2PmF6-225-1317749,0.999987364,0.001102332
837,36-Ce2ZnO6-225-5340530,0.99998796,-0.001977968
838,36-CeCd2F6-225-1752489,0.999966502,-0.0001433
839,36-CeGd2F6-225-3755772,0.999991775,0.00121164
840,36-CeTe2F6-225-1287197,0.999999523,0.001003
841,36-Co(SO3)2-225-1640980,0.99998343,-0.001002212
842,36-CoSn2F6-225-2772115,0.999982834,0.001721681
843,36-CoSn2F6-225-417975,0.999999285,0.001722552
844,36-Cr(PbO3)2-225-6797781,0.999995828,-0.001187526
845,36-Cr(SiO3)2-225-537765,0.999985456,-0.001914545
846,36-Cs2CoF6-225-7923709,0.999985576,0.001283747
847,36-Cs2RhF6-225-5720932,0.99999845,0.000903821
848,36-CsTm2O6-225-2529834,0.999982357,-0.001740209
849,36-Cu(IF3)2-225-6789583,0.999999642,0.001813667
850,36-Dy2SbO6-225-1595702,0.99995327,-0.002670168
851,36-Dy2TaF6-225-9863017,0.999998569,0.000628565
852,36-DyNb2O6-225-6369531,0.999971151,-0.002742214
853,36-DyP2F6-225-5935316,0.999940872,8.91E-05
854,36-Er(ClO3)2-225-5448371,0.999997735,-0.001373725
855,36-Er2RuO6-225-3849864,0.9999789,-0.001262231
856,36-ErCd2O6-225-5141612,0.999983788,-0.003072079
857,36-Eu2HgO6-225-4773764,0.999996901,-0.001605941
858,36-Eu2HgO6-225-6562513,0.999997497,-0.001563671
859,36-Eu2NbO6-225-2008037,0.999927759,-0.002121452
860,36-Eu2SiF6-225-2069845,0.999999642,0.001347756
861,36-Fe(TeO3)2-225-7726825,0.999973655,-0.002121213
862,36-Ga2CuO6-225-1737540,0.99996233,-0.002367276
863,36-Ga2OsO6-225-1264927,0.99999094,-0.00229423
864,36-GaSi2F6-225-7124998,0.999971986,0.000962613
865,36-GaSi2F6-225-9830505,0.999994397,0.000902912
866,36-Gd2CdO6-225-4585890,0.999976277,-0.002737473
867,36-Gd2CO6-225-1162587,0.999989152,-0.00276016
868,36-Gd2GeO6-225-8926636,0.999975204,-0.002776318
869,36-Gd2NO6-225-4828899,0.999952197,-0.002391752
870,36-Ge(OF3)2-225-9867043,0.999976039,0.000128273
871,36-Hf2AgF6-225-6199197,0.999947429,0.00111954
872,36-Hf2AsF6-225-8617905,0.999987483,0.00065746
873,36-Hf2AsF6-225-903632,0.999939203,0.001396303
874,36-Hf2MnF6-225-3383550,0.999995112,0.001274162
875,36-Hf2NbF6-225-6446523,0.999991655,0.000788883
876,36-Hf2NF6-225-1405802,0.999986172,0.001169697
877,36-Hf2PbO6-225-9668878,0.999986887,-0.001815854
878,36-HfTa2O6-225-8609013,0.999964952,-0.002229459
879,36-In2BrF6-225-6376530,0.999997139,0.00113941
880,36-In2CF6-225-2598108,0.999976158,0.00022994
881,36-In2MoF6-225-5671242,0.999969125,0.00077594
882,36-In2RuF6-225-4432657,0.999988556,0.001024978
883,36-Ir(SF3)2-225-9715914,0.999975562,0.001986839
884,36-K2PaO6-225-9602070,0.999984503,-0.001811096
885,36-K2PrO6-225-1492114,0.999978542,-0.001721652
886,36-KU2O6-225-9961696,0.999999881,-0.002098344
887,36-La(GeO3)2-225-4611188,0.999988198,-0.002644231
888,36-La(SF3)2-225-5723178,0.9999367,0.002643178
889,36-La2YbF6-225-8836205,0.999940157,0.001385011
890,36-La2ZrF6-225-2230135,0.999993443,0.001713954
891,36-LaHf2O6-225-1484125,0.999946356,-0.001894177
892,36-LaSm2F6-225-4585318,0.999992728,0.001371986
893,36-Lu(PdO3)2-225-3443727,0.999995947,-0.001107082
894,36-Lu(PdO3)2-225-5926931,0.999951482,-0.001111005
895,36-Lu2InF6-225-3243874,0.999996662,0.001983604
896,36-Lu2MoO6-225-5956254,0.999998569,-0.001332292
897,36-Lu2NiO6-225-8473341,0.999999523,-0.001891511
898,36-Lu2PdO6-225-8708682,0.999971151,-0.000902751
899,36-LuP2F6-225-9788668,0.999992728,0.001071085
900,36-MgSn2F6-225-4333494,0.99995625,0.001491544
901,36-MgTa2F6-225-711960,0.99998641,0.000807342
902,36-MgTe2F6-225-2845390,0.999982119,-0.000158509
903,36-Mn(IF3)2-225-7979758,0.999997854,0.002103742
904,36-NaPm2O6-225-4900745,0.999984384,-0.00183405
905,36-NaSr2F6-225-612053,0.999923229,0.001972349
906,36-Nb(NF3)2-225-4263287,0.999999404,0.001105686
907,36-Nb2SeO6-225-6676793,0.99998033,-0.002243269
908,36-Nb2SeO6-225-9120591,0.999935865,-0.002274041
909,36-Nd2AsF6-225-6986259,0.999929547,0.002285444
910,36-Nd2GaF6-225-766065,0.999958992,0.001901414
911,36-Nd2HfO6-225-3654565,0.999997497,-0.001796288
912,36-Nd2NbO6-225-4079673,0.999996543,-0.00151049
913,36-Ni(BrF3)2-225-6572994,0.99996984,0.000679815
914,36-Np(GaO3)2-225-4828894,0.999995947,-0.002479763
915,36-Np2WO6-225-6353643,0.999930024,-0.002069617
916,36-OsPt2F6-225-9543962,0.999997258,0.002171697
917,36-Pa2GaO6-225-6990304,0.999984741,-0.002005945
918,36-Pa2IO6-225-5366351,0.999941111,-0.001609331
919,36-PaTa2F6-225-1240306,0.999998689,0.001181932
920,36-Pm2IO6-225-9848829,0.999953866,-0.002064486
921,36-Pr(ClF3)2-225-7443517,0.999993086,0.001952278
922,36-Pr2TeO6-225-6030942,0.999980927,-0.001773791
923,36-PrGd2O6-225-4452056,0.999965191,-0.001863706
924,36-PrPa2O6-225-1806155,0.999959826,-0.001749556
925,36-PtPb2F6-225-861215,0.99999845,0.002366775
926,36-Pu2RhO6-225-2252212,0.999971986,-0.001939696
927,36-Rb(FeO3)2-225-6211008,0.999945521,-0.002196535
928,36-Rb2AcF6-225-8800454,0.999987841,0.000370635
929,36-Re(IF3)2-225-6376061,0.999990106,0.001643425
930,36-Ru(BrF3)2-225-2047764,0.999943018,0.001596681
931,36-Ru(ClF3)2-225-102488,0.99997282,0.001762897
932,36-Ru(IF3)2-225-4981452,0.999958634,0.00199686
933,36-S2OF6-225-3763501,0.999999166,0.001776273
934,36-Sb(TeO3)2-225-1160186,0.999999762,-0.002318993
935,36-Sb(TeO3)2-225-1670107,0.999999046,-0.002273659
936,36-Sc2AgO6-225-7596392,0.999990821,-0.001882249
937,36-Sc2OsO6-225-9461196,0.999923229,-0.00196312
938,36-Sc2PdF6-225-3534380,0.999981403,0.001688279
939,36-ScPd2F6-225-829858,0.99993515,0.001819797
940,36-ScPd2F6-225-9350365,0.999990463,0.001884777
941,36-ScTe2F6-225-973665,0.999999523,0.001020751
942,36-Si(GeO3)2-225-1899539,0.999999762,-0.002924118
943,36-Si2CO6-225-202519,0.999921918,-0.00281745
944,36-Si2RuF6-225-6434676,0.999999285,0.001270601
945,36-Sm(PdO3)2-225-9836585,0.999999166,-0.001588904
946,36-Sm(PtO3)2-225-8059755,0.999995828,-0.001164455
947,36-Sm2OsO6-225-498521,0.999980092,-0.002199508
948,36-SmCd2F6-225-657821,0.999973655,-0.000353062
949,36-SmDy2F6-225-1114978,0.999999046,0.0004434
950,36-SmTh2O6-225-5958616,0.999999881,-0.002031841
951,36-Sn2GeO6-225-4666876,1,-0.001873774
952,36-Sn2TeO6-225-7976921,0.999943137,-0.001522139
953,36-SnGe2F6-225-9997218,0.999999881,0.000672551
954,36-Sr2SnO6-225-2786970,0.999999523,-0.00157234
955,36-SrNp2O6-225-3279811,0.99998796,-0.002361826
956,36-SrNp2O6-225-7146079,0.999997616,-0.002848843
957,36-TaSn2F6-225-8363663,0.999988079,0.001828701
958,36-Tb(SF3)2-225-522332,0.999954939,0.002276097
959,36-Tb2AsF6-225-1240584,0.999924898,0.001068075
960,36-Tb2AsF6-225-8228547,0.999968171,0.001126598
961,36-Tb2GeF6-225-4183405,0.999969602,0.000408559
962,36-Tb2NiO6-225-7871301,0.999997735,-0.003135264
963,36-Tb2NiO6-225-9845322,0.999948144,-0.003603437
964,36-TbGd2O6-225-5834927,0.999999642,-0.002465817
965,36-Th(PbO3)2-225-5937619,0.999996662,-0.001362755
966,36-Th2AuO6-225-8749647,0.999998689,-0.002217147
967,36-Th2AuO6-225-9562618,0.999998331,-0.002171414
968,36-Th2MoO6-225-21290,0.999999046,-0.002126602
969,36-Th2NO6-225-4526995,0.999999166,-0.001919762
970,36-Th2ScO6-225-7781015,0.99999702,-0.001880544
971,36-TiTl2O6-225-7668042,0.999999762,-0.000899
972,36-Tl(SnO3)2-225-4684003,0.999941587,-0.000849081
973,36-Tl2ClO6-225-2120340,0.999934673,-0.000629835
974,36-Tl2TeF6-225-3228207,0.999989152,0.002338424
975,36-Tm(NF3)2-225-3318344,0.999996305,5.00E-05
976,36-Tm2BiO6-225-2791371,0.999998331,-0.002437924
977,36-TmB2F6-225-2969393,0.999985099,0.001541805
978,36-U2IrO6-225-5789762,0.999943733,-0.00253629
979,36-U2MnO6-225-1918523,0.999984145,-0.001946912
980,36-U2PbO6-225-9885671,0.999999404,-0.001751908
981,36-Y2GaO6-225-340927,0.999999523,-0.002168726
982,36-Y2HgO6-225-6598238,0.999998808,-0.001716147
983,36-Y2MnO6-225-4648782,0.999999404,-0.001912369
984,36-Y2MoO6-225-6804733,0.999993563,-0.00222684
985,36-Yb2NdO6-225-1663180,0.999999762,-0.002245094
986,36-Yb2NdO6-225-2315227,0.9999789,-0.001758435
987,36-Yb2NpO6-225-5796027,0.999999523,-0.002729256
988,36-Yb2NpO6-225-9413965,0.999979854,-0.002312309
989,36-Yb2YF6-225-462833,0.999982357,0.001147483
990,36-Yb2YF6-225-7333358,0.999996305,0.001172874
991,36-YbTm2O6-225-9646885,0.999993086,-0.002627785
992,36-Zr2CrO6-225-6522571,0.999982119,-0.001949509
993,36-Zr2NiF6-225-2620327,0.999944329,0.000433829
994,36-Zr2SO6-225-7780898,0.999980807,-0.00158835
995,52-Ga(ClF)6-225-2684922,0.999984741,-0.000832258
996,52-Tl(ClF)6-225-829882,0.999949574,-0.00054341
997,52-Tl(ClF)6-225-8506203,0.999956608,-0.002085795
998,5-EuZrF3-221-4362793,0.999994755,0.001024568
999,5-HoBF3-221-4664199,0.999961019,0.001174861
1000,5-ZrScF3-221-4445660,,0.001010036
